Supplier,Total_Invoice_Amount,Total_Invoice_Count,Year,Client
"B.C. Oilfield Services, Inc.",186344.83,9,2015,equinor
"B.C. Oilfield Services, Inc.",22483.14,3,2016,equinor
"B.C. Oilfield Services, Inc.",58992.34,11,2017,equinor
"B.C. Oilfield Services, Inc.",21150,1,2018,equinor
Badger Daylighting Corp.,37677.5,10,2015,equinor
Badger Daylighting Corp.,441100.6,24,2016,equinor
Badger Daylighting Corp.,379418.5,55,2017,equinor
Badger Daylighting Corp.,187751.04,12,2018,equinor
Badger Pressure Control LLC,119000,1,2015,equinor
"Badlands Oilfield Services, Inc",9607.5,1,2018,equinor
Badlands Power Fuels LLC,11246096.77,3669,2015,equinor
Badlands Power Fuels LLC,3454234.46,1991,2016,equinor
Badlands Power Fuels LLC,3128509.91,1806,2017,equinor
Badlands Power Fuels LLC,6536235.21,2965,2018,equinor
Badlands Services Group LLC,85947.75,109,2015,equinor
Badlands Services Group LLC,5652,4,2016,equinor
Badlands Steel Inc,12135.84,7,2018,equinor
Baha Petroleum Consulting Corporati,1607019.95,304,2015,equinor
Baha Petroleum Consulting Corporati,363589.05,214,2016,equinor
Baha Petroleum Consulting Corporati,464847.02,290,2017,equinor
Baha Petroleum Consulting Corporati,704221.74,464,2018,equinor
"Bain & Company, Inc.",3535607.65,10,2015,equinor
Baker Engineering and Risk Consulta,9807.6,2,2016,equinor
Baker Engineering and Risk Consulta,9161,4,2017,equinor
Baker Hughes Drilling Fluids,0,2,2018,equinor
"Baker Hughes Oilfield Operations, I",64124816.61,1398,2015,equinor
"Baker Hughes Oilfield Operations, I",31426461.69,824,2016,equinor
"Baker Hughes Oilfield Operations, I",27963014.7,835,2017,equinor
"Baker Hughes Oilfield Operations, I",16819767.23,630,2018,equinor
"Baker Hughes Oilfields Operations,",1930423.19,30,2015,equinor
"Baker Hughes Oilfields Operations,",196111.18,9,2016,equinor
"Baker Marine Solutions, LLC",22700.71,6,2015,equinor
"Baker Marine Solutions, LLC",94912.82,10,2018,equinor
Baker Oil Tools,9352.15,1,2015,equinor
"Bakken Thread Repair, LLC",649142.38,39,2018,equinor
BAM Offshore wind B.V.,100000,1,2018,equinor
"Barclays Capital, Inc.",606288,2,2018,equinor
"Barree & Associates, LLC",57156,1,2017,equinor
"Barree & Associates, LLC",13964.25,2,2018,equinor
Barry Conge Harris LLP,994273.05,11,2016,equinor
"Base Line Data, Inc d/b/a/ BLD, Inc",2740,1,2017,equinor
"Base Line Data, Inc d/b/a/ BLD, Inc",250,1,2018,equinor
"Basham, Ringe y Correa, S.C.",23901.8,2,2017,equinor
Basic Energy Services Inc,2085143.09,698,2015,equinor
Basic Energy Services Inc,955587.2,1215,2016,equinor
Basic Energy Services Inc,225021.24,45,2017,equinor
Basic Energy Services Inc,12727.5,4,2018,equinor
"Basin Concrete, Inc",1454720.72,554,2015,equinor
"Basin Concrete, Inc",797048.23,390,2016,equinor
"Basin Concrete, Inc",1204291.67,721,2017,equinor
"Basin Concrete, Inc",1613504.9,890,2018,equinor
Basin Filtration Systems,3227.5,1,2015,equinor
Basin Industrial Services Inc,491920.12,227,2015,equinor
Basin Industrial Services Inc,58452.75,56,2016,equinor
Basin Industrial Services Inc,2332.8,2,2017,equinor
Basin Power Solutions Gillette LLC,17259.11,4,2016,equinor
Basin Printers Inc,2131.44,3,2015,equinor
Basin Printers Inc,546.48,2,2017,equinor
"Bayou Workover Services, LLC",12074428.09,404,2015,equinor
"Bayou Workover Services, LLC",9002925.29,316,2016,equinor
"Bayou Workover Services, LLC",678153.11,28,2017,equinor
"BEA Logistics Services, LLC",517422.75,50,2015,equinor
"Bearkat Oilfield Services, LLC",16115.63,33,2016,equinor
"Bearkat Oilfield Services, LLC",9607.57,7,2017,equinor
"Bearkat Oilfield Services, LLC",7845.44,14,2018,equinor
Beartooth Devco LLC,633722.4,23,2018,equinor
"Beatty & Wozniak, P.C.",23455.8,2,2017,equinor
Beaver Creek Archaeology Inc,47397.45,13,2015,equinor
Beaver Creek Archaeology Inc,16312.81,5,2016,equinor
Beaver Creek Archaeology Inc,8000,2,2017,equinor
Beaverun Education and Training Cen,6050,1,2018,equinor
"Beck Bros., Inc.",73494.53,15,2018,equinor
Beck Redden LLP,788413.45,53,2015,equinor
Beck Redden LLP,805209.75,49,2016,equinor
Beck Redden LLP,866674.23,84,2017,equinor
Beck Redden LLP,990602.21,81,2018,equinor
Beckman Transportation Consulting,3024.99,3,2017,equinor
"Beckmen, Cherkassky, Dean & Associa",5815,2,2015,equinor
Bedrock Petroleum Consultants LLC,30102.5,2,2015,equinor
Bedrock Petroleum Consultants LLC,231407.5,16,2016,equinor
Bedrock Petroleum Consultants LLC,1088649.88,105,2017,equinor
Bedrock Petroleum Consultants LLC,2456919.52,182,2018,equinor
Beijer Electronics,1893.27,1,2017,equinor
Beijer Electronics,11505.97,3,2018,equinor
BEJ Resources,1818.53,1,2017,equinor
BEJ Resources,5172.03,3,2018,equinor
BEKK's Hot Oil Service Inc.,91528.5,179,2018,equinor
Bell Supply Company,1053115.46,322,2015,equinor
Bell Supply Company,437669.49,164,2016,equinor
Bell Supply Company,99310.03,144,2017,equinor
Bell Supply Company,628513.75,723,2018,equinor
"Benevity, Inc.",8544,1,2015,equinor
"Benevity, Inc.",42644.63,7,2016,equinor
"Benevity, Inc.",8032.25,2,2017,equinor
"Benevity, Inc.",6952.01,1,2018,equinor
Bennett Jones LLP,11728.72,2,2015,equinor
Bennett Jones LLP,3817.17,3,2016,equinor
Bennett Jones LLP,9027.73,9,2017,equinor
Bennett Jones LLP,14268.74,3,2018,equinor
"Bentech, Inc",1340634.88,227,2015,equinor
"Bentech, Inc",290352.83,70,2016,equinor
"Berkeley Research Group, LLC",31986.14,4,2015,equinor
"Berkeley Research Group, LLC",48329.95,9,2016,equinor
"Berkeley Research Group, LLC",2987.5,4,2017,equinor
"Berkeley Research Group, LLC",2286.5,2,2018,equinor
Berkley Oil & Gas,1293600,1,2017,equinor
Berkshire Food Dist Inc,336.06,4,2018,equinor
"Best Practice Institute, Inc.",34000,1,2018,equinor
Best Western Plus Goliad Inn & Suit,6946.71,14,2015,equinor
Best Western Plus Goliad Inn & Suit,2057.57,6,2016,equinor
Best Western Plus Goliad Inn & Suit,1834.98,8,2017,equinor
BesteBit LLC,22599,8,2016,equinor
BesteBit LLC,18157.15,8,2017,equinor
"Beta Land Services, LLC",602963.5,22,2015,equinor
"Beta Land Services, LLC",407920.53,20,2016,equinor
"Beta Land Services, LLC",255615.91,29,2017,equinor
"Beveridge & Diamond, P.C.",18939.79,13,2015,equinor
"Beveridge & Diamond, P.C.",6843.56,4,2016,equinor
"Beveridge & Diamond, P.C.",175815.55,19,2017,equinor
"Beveridge & Diamond, P.C.",96867.62,22,2018,equinor
BFI Waste Services of Texas,21748.06,9,2015,equinor
BFI Waste Services of Texas,31055.91,15,2016,equinor
BFI Waste Services of Texas,24160.55,27,2017,equinor
BFI Waste Services of Texas,21428.16,22,2018,equinor
"BFI Waste Systems of NA, LLC dba Te",5921.5,2,2015,equinor
"BFI Waste Systems of NA, LLC dba Te",11350.75,4,2016,equinor
"BFI Waste Systems of NA, LLC dba Te",3415,1,2017,equinor
BFMyL SRL,36538.98,2,2018,equinor
"BFS Petroleum Products, Inc.",5760.75,6,2016,equinor
BH Inc,138812.2,2,2016,equinor
BH Inc,77688,1,2017,equinor
"BHL Boresight, Inc",110577.38,12,2015,equinor
"BHL Boresight, Inc",105219,12,2016,equinor
"BHP Billiton Petroleum, Inc.",343996.17,13,2015,equinor
"BHP Billiton Petroleum, Inc.",40931.72,1,2016,equinor
"BICO Drilling Tools, Inc.",184568.27,9,2015,equinor
"BICO Drilling Tools, Inc.",36911,2,2016,equinor
Big Disposal Irgens LLC,112553.85,17,2016,equinor
Big Disposal Irgens LLC,929455.8,11,2017,equinor
Big Disposal Irgens LLC,1391869.8,11,2018,equinor
Big West Oilfield Services,37100,10,2015,equinor
Big West Oilfield Services,8400,1,2016,equinor
BigRentz Inc.,28400,1,2015,equinor
"Biomarker Technologies, Inc.",49600,2,2015,equinor
"Biomarker Technologies, Inc.",24800,1,2016,equinor
"Biomarker Technologies, Inc.",15000,1,2017,equinor
"Biomarker Technologies, Inc.",228184.5,4,2018,equinor
Biota Technology,241767.36,4,2018,equinor
"Bishop Lifting Products, Inc.",27963.69,3,2018,equinor
Bison Engineering Inc,38258.65,6,2016,equinor
Bison Engineering Inc,93038.03,23,2017,equinor
Bison Engineering Inc,47158.75,17,2018,equinor
"BL Companies, Inc.",98171,14,2015,equinor
"BL Companies, Inc.",128279.65,11,2016,equinor
Blac-Frac Tanks Inc,129212.5,40,2016,equinor
Blac-Frac Tanks Inc,107589.74,45,2017,equinor
Blac-Frac Tanks Inc,26856.59,9,2018,equinor
Black Gold Contractors LLC,284159.75,12,2015,equinor
Black Gold Contractors LLC,59157.02,5,2016,equinor
Black Gold Logistics Corporation,2247.5,1,2015,equinor
"Black Hills Trucking, Inc.",410623.94,7,2016,equinor
"Black Hills Trucking, Inc.",185406.17,12,2017,equinor
"Black Hills Trucking, Inc.",47824.12,8,2018,equinor
Blackhawk Datacom,87275.37,28,2015,equinor
Blackhawk Datacom,66074.42,40,2016,equinor
Blackhawk Datacom,4874.41,15,2017,equinor
Blackhawk Datacom,3924.6,12,2018,equinor
Blackhawk Specialty Tools,1980044.75,67,2015,equinor
Blackhawk Specialty Tools,149264.56,14,2016,equinor
Blackout Energy Services Inc.,1432900.17,621,2015,equinor
Blackout Energy Services Inc.,763610.02,441,2016,equinor
Blackout Energy Services Inc.,1384230.11,300,2017,equinor
Blackout Energy Services Inc.,3338190.97,515,2018,equinor
"Blade Energy Partners, Ltd.",155244.06,4,2015,equinor
"Blade Energy Partners, Ltd.",61272,2,2018,equinor
"Blaise Energy, Inc.",69649.25,10,2015,equinor
Blank Rome LLP,17750,1,2015,equinor
Blank Rome LLP,41452.56,6,2016,equinor
Blank Rome LLP,57240.27,9,2017,equinor
Blank Rome LLP,100665.2,6,2018,equinor
Blocked -  Line Inc,1196.5,1,2016,equinor
Blocked - American Disposal Servic.,115961,25,2015,equinor
Blocked - Boh Inc,67493.1,20,2015,equinor
"Blocked - Brown Corrosion Services,",33035.74,1,2017,equinor
"Blocked - Brown Corrosion Services,",30091,1,2018,equinor
Blocked - Cinco Pipe and Supply LLC,2514763.57,3,2015,equinor
Blocked - Core Laboratories LP,11805,4,2015,equinor
"Blocked - Cothrons Safe and Lock, I",317.67,1,2016,equinor
"Blocked - Cothrons Safe and Lock, I",135.31,1,2017,equinor
"Blocked - Cothrons Safe and Lock, I",2295.93,2,2018,equinor
"Blocked - Datametrix AS,Oslo",46118.83,1,2015,equinor
BLOCKED - DET NORSKE VERI,793782,10,2015,equinor
BLOCKED - DET NORSKE VERI,34415.57,1,2016,equinor
Blocked - Dexter ATC Field Services,34812.44,12,2017,equinor
"Blocked - Electra Link, Inc.",88.89,1,2015,equinor
Blocked - EXPRO AMERICAS INC.,10253.35,1,2015,equinor
Blocked - Fesco Ltd,20533.6,9,2015,equinor
"Blocked - Francis Drilling Fluids,",499180.95,24,2015,equinor
"Blocked - Francis Drilling Fluids,",866701.42,8,2016,equinor
"Blocked - Francis Drilling Fluids,",82963.08,6,2017,equinor
"Blocked - Greene's Energy Group, LL",2267890.4,147,2015,equinor
"Blocked - Greene's Energy Group, LL",1217796.93,100,2016,equinor
"Blocked - Greene's Energy Group, LL",1360824.4,141,2017,equinor
"Blocked - Greene's Energy Group, LL",1841248.61,142,2018,equinor
Blocked - Guarajuba modas e comerci,0,1,2017,equinor
Blocked - HalliburtonNRG Srvcs,30518.76,2,2015,equinor
"Blocked - Heartache Trucking, LLC",124907.5,17,2015,equinor
Blocked - Heat Waves Hot Oil,17360.05,17,2015,equinor
Blocked - Heat Waves Hot Oil,1050,1,2016,equinor
Blocked - IHS Global Inc,48844.4,2,2016,equinor
Blocked - IHS Global Inc,270625,1,2017,equinor
Blocked - IHS Global INC.,344897.49,1,2015,equinor
Blocked - Jandt Services Inc.,42030,4,2016,equinor
"Blocked - Knox Oil Field Supply, In",429.05,1,2016,equinor
BLOCKED - MARINE CYBERNET,106531,2,2015,equinor
BLOCKED - Md Totco,463222.07,40,2015,equinor
BLOCKED - Md Totco,156758.18,31,2016,equinor
BLOCKED - Md Totco,143160.45,30,2017,equinor
Blocked - Midway Hotel Partners LP,34666.44,7,2015,equinor
Blocked - Midway Hotel Partners LP,3381.41,2,2016,equinor
Blocked - Mitchells Oil Field Servi,7649953.21,1778,2015,equinor
Blocked - Mitchells Oil Field Servi,1076482.29,85,2016,equinor
"Blocked - National Oilwell DHT,L.P.",955003.37,9,2015,equinor
"Blocked - National Oilwell DHT,L.P.",10714.59,1,2016,equinor
Blocked - NOV CTES,26970.49,1,2015,equinor
Blocked - Orange Energy Consultants,334959.9,8,2015,equinor
Blocked - Pitney Bowes Credit Corp.,6464.52,3,2015,equinor
Blocked - Pitney Bowes Purchase Pow,27422.46,6,2015,equinor
Blocked - Q. Directional Drilling L,458516.37,77,2015,equinor
Blocked - Q. Directional Drilling L,220637.18,28,2016,equinor
Blocked - Q. Directional Drilling L,186092.07,10,2017,equinor
"Blocked - Red Oak Water Transfer, L",1527.91,2,2015,equinor
"Blocked - Rivel Research Group, Inc",20000,1,2017,equinor
Blocked - Rockwater Energy Solution,4210005.25,1166,2015,equinor
Blocked - Rockwater Energy Solution,776552.87,683,2016,equinor
Blocked - Rockwater Energy Solution,795444.69,341,2017,equinor
Blocked - Rockwater Energy Solution,378039.8,235,2018,equinor
"Blocked - Rockwater Northeast, LLC",5836112.45,176,2015,equinor
"Blocked - Rockwater Northeast, LLC",65454.39,11,2016,equinor
"Blocked - Rockwater Northeast, LLC",1115135.24,50,2017,equinor
"Blocked - Rockwater Northeast, LLC",14126.2,3,2018,equinor
Blocked - Rosemount Inc,328459.59,27,2015,equinor
Blocked - Rosemount Inc,476.25,3,2016,equinor
Blocked - Rushmore Associates Ltd.,60796.46,1,2015,equinor
Blocked - Rushmore Associates Ltd.,59650.28,1,2016,equinor
Blocked - RWR,23743.5,8,2015,equinor
Blocked - Scientific use 1192484,6607,1,2015,equinor
Blocked - Seitel Data Ltd,373160.55,5,2016,equinor
Blocked - SES USA Holdings Inc.,124191.5,106,2015,equinor
Blocked - SES USA Holdings Inc.,72393.2,1,2016,equinor
Blocked - Snubco,4109225.29,145,2015,equinor
Blocked - Snubco,265814.17,5,2016,equinor
"Blocked - SPN Well Services, Inc -M",9844817.72,144,2015,equinor
"Blocked - SPN Well Services, Inc -M",388093.04,24,2016,equinor
"Blocked - SPN Well Services, Inc -M",189710.29,10,2017,equinor
"Blocked - SPN Well Services, Inc -M",42080,3,2018,equinor
"Blocked - Sprint Energy Services, L",1338388.75,183,2015,equinor
"Blocked - TH Hill Associates, Inc.",1303569.67,75,2015,equinor
"Blocked - TH Hill Associates, Inc.",169314.46,11,2016,equinor
Blocked - Total Depth Well Services,744507.58,157,2015,equinor
Blocked - Total Depth Well Services,526250.36,165,2016,equinor
Blocked - Total Depth Well Services,49292.85,14,2017,equinor
"Blocked - Twister Drilling Tools, L",403776.55,20,2017,equinor
"Blocked - Twister Drilling Tools, L",212626.92,14,2018,equinor
Blocked - UE Compression LLC,201430,2,2015,equinor
"Blocked - Universal Ensco, Inc.",14491,1,2017,equinor
"Blocked - URS -J.W. Williams, INC",2121128.49,4,2015,equinor
"Blocked - URS -J.W. Williams, INC",44058,1,2016,equinor
Blocked - use 1187947 - Mcjunkin Re,-6156.73,1,2015,equinor
Blocked - WATCH Wheeling Area,745.04,1,2015,equinor
Blocked - Weatherford Laboratories,246442.02,30,2015,equinor
Blocked - Weatherford Laboratories,69670,6,2016,equinor
"Blocked - Weatherford Laboratories,",214878.92,6,2015,equinor
"Blocked - Weatherford Laboratories,",832306.16,55,2016,equinor
"Blocked - Weatherford Laboratories,",19665.5,7,2017,equinor
"Blocked - Weatherford U.S., L.P.",9745162.42,146,2015,equinor
"Blocked - Weatherford U.S., L.P.",431618.75,15,2016,equinor
"Blocked - Weatherford U.S., L.P.",29821,1,2017,equinor
Blocked - WWesco LLC,501592,9,2018,equinor
"BLOCKED Red White & Blue Crane, LLC",125721.88,12,2015,equinor
"BLOCKED Red White & Blue Crane, LLC",396850.62,28,2016,equinor
"BLOCKED Red White & Blue Crane, LLC",185473.24,13,2017,equinor
Bloomberg L.P.,6112.36,4,2015,equinor
Bloomberg L.P.,4711.17,3,2016,equinor
Bloomberg L.P.,4711.17,3,2017,equinor
Bloomberg L.P.,7951.01,5,2018,equinor
Blowout Tools Inc,698327.36,43,2015,equinor
"Blue Bull Energy, LLC",1750,1,2017,equinor
Blue Cross Blue Shield of ND,495760.2,13,2016,equinor
Blue Cross Blue Shield of ND,896438.05,12,2017,equinor
Blue Cross Blue Shield of ND,988116.2,9,2018,equinor
Blue Mountain Inc,25385.01,15,2015,equinor
Blue Mountain Inc,4608.75,8,2016,equinor
Blue Mountain Inc,6561.25,14,2017,equinor
Blue Mountain Inc,21277.5,11,2018,equinor
BMA Solutions LP dba Beta Machinery,33600,2,2016,equinor
BMC Software Inc   ,1348524,12,2015,equinor
BNA,12513.89,2,2017,equinor
BNA,6444.81,1,2018,equinor
Bnsf Logistics LLC,455633.75,872,2015,equinor
Bnsf Logistics LLC,219733,451,2016,equinor
Bnsf Logistics LLC,76226.45,199,2017,equinor
Bnsf Logistics LLC,78079,195,2018,equinor
Bob Rogers & Associates Inc,148280.63,16,2015,equinor
Boge Compressed Air Systems GMBH &,-40820.91,1,2018,equinor
Border States Industris Inc.,89025.99,46,2015,equinor
Border States Industris Inc.,5038408.13,539,2016,equinor
Border States Industris Inc.,5970054.46,2911,2017,equinor
Border States Industris Inc.,8041006.5,2479,2018,equinor
"Borsheim Builders Supply, Inc.",178597.26,144,2015,equinor
"Borsheim Builders Supply, Inc.",286072.29,348,2016,equinor
"Borsheim Builders Supply, Inc.",403332.42,550,2017,equinor
"Borsheim Builders Supply, Inc.",637937,680,2018,equinor
"BOS Solutions, Inc.",573892.27,20,2015,equinor
"BOS Solutions, Inc.",1036203.31,36,2016,equinor
"BOS Solutions, Inc.",1992732.45,83,2017,equinor
"BOS Solutions, Inc.",3339787.78,110,2018,equinor
"Bottom Line Services, LLC",112177.24,42,2015,equinor
"Bottom Line Services, LLC",1088362.01,245,2016,equinor
"Bottom Line Services, LLC",6642955.1,812,2017,equinor
"Bottom Line Services, LLC",23197386.67,1258,2018,equinor
Bowles Rice LLP,123563.86,3,2016,equinor
"Boyd And Company Construction, LLC",3191056.6,83,2015,equinor
Boysen Security Services LLC,95975.07,8,2016,equinor
Boysen Security Services LLC,145980.15,13,2017,equinor
Boysen Security Services LLC,185341.62,15,2018,equinor
BPI-BOH LLC,28346.25,95,2018,equinor
BPS Supply Group,4504092.1,1242,2015,equinor
BPS Supply Group,5279355.06,541,2016,equinor
BPS Supply Group,15339452.78,1289,2017,equinor
BPS Supply Group,15173955.3,2213,2018,equinor
Braaten Plumbing,2207.44,3,2018,equinor
"Bracewell & Giuliani, L.L.P.",30729.2,4,2016,equinor
"Bracewell & Giuliani, L.L.P.",1011779.18,26,2017,equinor
"Bracewell & Giuliani, L.L.P.",1138959.95,76,2018,equinor
"Bradley J. Fish. Inc, DBA",187272.5,2,2015,equinor
"Bradley J. Fish. Inc, DBA",5467.24,3,2016,equinor
"Bradley J. Fish. Inc, DBA",15244.5,13,2017,equinor
"Bradley J. Fish. Inc, DBA",7401.45,4,2018,equinor
Bradley Morton,216.91,1,2018,equinor
Brandmaster AS,9405.76,1,2018,equinor
Braun Intertec Corporation,182998.47,19,2015,equinor
Braun Intertec Corporation,12152.24,5,2016,equinor
Braun Intertec Corporation,194344.66,39,2017,equinor
Braun Intertec Corporation,154336.7,42,2018,equinor
Brazos Hall LLC,19000,1,2017,equinor
Brazos Hall LLC,14987.5,1,2018,equinor
"Brazos Rock, Inc.",779900,1,2015,equinor
Breakwater Energy Partners LLC,1042074.83,16,2017,equinor
Breakwater Energy Partners LLC,2073640.12,29,2018,equinor
BRI Consulting Group Inc,50425.74,3,2015,equinor
BRI Consulting Group Inc,102408,6,2016,equinor
BRI Consulting Group Inc,97308.6,6,2017,equinor
BRI Consulting Group Inc,86597.92,4,2018,equinor
Brice Company c/o Barclay Wholesale,4615.01,1,2015,equinor
Bridgepoint Cafe & Catering,1635.82,21,2015,equinor
Bridgepoint Cafe & Catering,3437.58,21,2016,equinor
Bridgepoint Cafe & Catering,1195.07,10,2017,equinor
"Bridgepoint Consulting, LLC",429750.22,24,2015,equinor
"Bridgepoint Consulting, LLC",23267.5,3,2016,equinor
Bridgeport Equipment & Tool,116025.98,49,2015,equinor
Bridgeport Equipment & Tool,118807.47,113,2016,equinor
Bridgeport Equipment & Tool,144078.58,130,2017,equinor
Bridgeport Equipment & Tool,57616.97,44,2018,equinor
Brigham Land LLC,685632,624,2017,equinor
Brigham Land LLC,233707.12,219,2018,equinor
Brigham Land Management LLC,543034.58,198,2015,equinor
Brigham Land Management LLC,936096.85,282,2016,equinor
Brigham Land Management LLC,5176.54,2,2017,equinor
Brightwire Design LLC,4544.77,6,2016,equinor
Brightwire Design LLC,239.95,1,2017,equinor
Briley Home Improvements,4425,1,2015,equinor
